TicketID,Title,Description,Priority,CustomerID,CategoryID
796,Problem,Over knowledge yes walk.,Low,1084,16
9062,Installation,Become wall hotel house box.,High,1968,17
3539,Performance,Mean treat personal.,High,207,17
5479,Installation,Tonight city red.,Low,1522,12
4298,Configuration,Civil wish suddenly later.,Medium,1649,17
9861,IT,Away play success.,Medium,1503,19
1120,Assistance,Go method his street people.,High,63,1
6781,Support,Weight value for skill.,Medium,1251,1
5392,Assistance,Performance just might tree.,Low,924,10
2730,Installation,Goal western happen space.,Medium,335,14
3038,Installation,Improve similar reveal tend.,Medium,2433,10
6081,Inquiry,Southern may hundred light.,High,16,3
8212,Technical,Single never similar person.,High,1060,18
8391,Error,Through light order.,Medium,2914,17
2932,Setup,Social film it hold hospital.,High,1322,6
4688,Error,Event mean character lead no.,Medium,834,3
4953,IT,Ask such remain discover.,Medium,2526,11
122,Incident,Everybody provide arm hot.,High,2469,6
8956,Request,Agent a off doctor.,Low,1375,20
9448,Installation,Doctor live section.,Low,1854,3
5137,Help,Program allow theory none.,Medium,1186,15
3836,Maintenance,Environment score rich argue.,Low,723,17
5648,Assistance,Month of cost also.,Low,1928,18
3738,Issue,Place point occur buy.,Low,2233,4
1938,Problem,Involve fact attention off.,High,306,8
863,Help,Admit phone much peace.,High,2353,2
2232,Request,Amount to subject low.,Medium,2897,17
440,Access,Ago ahead after side right.,Medium,2525,7
1376,Support,Safe food sea body list.,High,1471,18
7460,Incident,West her painting east.,Low,400,8
2092,Problem,Hit from forward must.,Medium,561,3
3565,Issue,According method see.,High,1965,13
3376,Assistance,That idea west build.,Low,936,8
9641,Support,Yeah sort compare each major.,Medium,2721,17
1861,Error,Man draw leg step much kid.,Medium,2591,18
7009,Setup,Better film protect.,High,2504,14
5099,Incident,Measure focus among.,Low,2370,17
846,Troubleshooting,Possible modern develop east.,High,528,13
2040,Incident,Conference both and.,Low,1618,6
9179,IT,Record number blood.,Low,1348,10
5891,Connectivity,Type civil wife author space.,Medium,2418,10
1478,Support,Turn raise yard move major.,Low,1918,3
7464,Support,Themselves trouble son look.,High,2838,3
9325,Technical,Girl she this manager.,Low,731,20
2033,Maintenance,You make level dream expert.,Medium,1125,9
1048,Error,Employee choice eye.,High,2358,10
9951,Maintenance,Support build system concern.,High,417,16
3671,Technical,Away parent there different.,Medium,497,11
9282,Installation,Blood bag foot write free.,Medium,733,17
8775,Access,West control teacher decade.,Low,241,4
7595,Problem,Plant room whom nation.,Medium,534,18
7083,Installation,Nothing some such now.,Medium,2327,19
3771,Issue,Almost entire both machine.,Medium,1467,18
359,Technical,Laugh hold better nature.,Low,2406,9
3413,Assistance,Senior agency civil culture.,Medium,2862,12
7882,Setup,Itself Mrs court decision.,Low,2191,15
535,Configuration,No actually add.,Low,2366,15
9556,Concern,Region region market court.,Medium,2504,18
6339,IT,Thus all officer executive.,Low,604,13
7378,Connectivity,Fire whom go camera.,High,1256,20
5651,Issue,Line finish draw.,Low,601,20
8201,Help,Hotel charge sense.,Low,166,14
7068,Setup,Grow father now.,High,1261,11
4027,Setup,Appear cultural try.,High,80,17
1106,Inquiry,Arm short issue style chair.,High,1384,5
206,Connectivity,Try nearly might heart.,Low,813,20
7752,Concern,Southern who hold main.,Medium,2359,20
4334,Setup,Well power her have economic.,High,240,19
3466,Access,Operation force shoulder ask.,Medium,1433,12
5886,Help,Young read nothing to.,Medium,1085,14
9542,Performance,Like interview where believe.,Medium,2048,16
6270,Performance,If community reason chair.,Low,2492,8
3211,Inquiry,Whose result another century.,Medium,210,11
7972,Performance,Law along network strong.,Low,987,19
7894,Connectivity,Story game reality line.,Low,1623,14
11,Troubleshooting,Toward wall respond.,Low,363,16
3295,Access,Spring city item stop.,Medium,988,12
2517,Issue,Eight until loss today.,Medium,1200,13
1235,Concern,Tax describe role.,High,685,1
9948,Help,Network team newspaper wait.,Medium,370,1
6981,Help,Address without raise always.,Medium,2547,5
6194,Problem,Apply message to.,High,2173,6
2081,Help,Past yes toward course.,Medium,636,2
7729,Incident,Join difference heart window.,High,176,13
5122,Maintenance,Country throw ever.,High,2153,6
4021,Request,Weight have religious change.,Low,53,17
1157,Concern,Executive likely condition.,High,2383,4
3940,Inquiry,Beyond appear including when.,High,210,6
3784,Request,Old his word effect.,Low,2303,8
6969,Inquiry,Another plant western part.,Low,547,14
8734,Incident,Respond we few star day road.,Medium,867,2
8918,Error,Apply plant both area.,Medium,1906,5
2352,Concern,Institution ball lot watch.,Low,828,17
3635,Installation,Miss career product.,High,429,14
1004,Support,Event long cover city your.,Low,2782,10
4246,Problem,Anyone glass dog ago goal.,High,108,1
326,IT,Section wall avoid.,High,2964,16
6334,Connectivity,Probably page certain.,Low,63,7
8134,Assistance,Nearly must person stage.,Medium,1542,9
788,Access,Indeed try agency color five.,Low,2109,17
4072,Configuration,Ten college box himself.,High,1553,15
2258,Performance,Professor tonight car energy.,Medium,760,2
9953,Error,Speak American main.,Low,1440,3
7719,Maintenance,Letter when artist.,High,1851,20
2602,Access,Yet more century speech film.,Low,102,1
3162,Installation,Look add yet amount.,Medium,1963,8
9314,Support,Toward risk south no try.,Medium,2296,17
9604,Incident,Ready father rule west.,Low,652,13
9734,Request,Shoulder its want not.,Low,2591,10
2311,Help,Recent manage resource loss.,High,437,12
3296,Access,Test gun offer short.,Low,1839,4
3959,Performance,Myself song on difficult.,Low,522,9
5704,Issue,Soon stock anything.,High,561,14
5311,Installation,Outside she big practice.,Low,941,20
1261,Inquiry,Face book build teacher.,Medium,1584,16
3307,Inquiry,Author wear political the.,Low,483,14
5849,Setup,Ready nation half voice.,Low,1170,1
1207,Issue,Line amount cost.,Medium,889,18
413,Installation,Into feel interesting.,Medium,639,7
661,Problem,Almost scene rule share.,High,199,18
8754,Issue,Quite lose character whose.,Medium,2092,12
3264,Concern,Involve include hear.,Low,2053,16
1385,Connectivity,Camera simple benefit around.,High,989,14
9101,Technical,Strategy adult magazine take.,Medium,1565,16
5441,Assistance,I responsibility final.,Medium,2721,12
2398,Assistance,Five eight discussion.,Medium,1178,18
7056,Maintenance,Available year single have.,High,2407,15
3000,Connectivity,Agent now view southern on.,Medium,1899,17
3658,Performance,Garden shake live.,High,1280,3
7843,Technical,Bad eat early tax stock.,Medium,2042,11
4614,Access,Adult change sit before.,Low,2521,15
263,Concern,Yard right whether art more.,Low,2748,14
3029,Connectivity,Help suddenly live different.,Medium,749,11
5510,Concern,Hand rich movie hour chance.,Low,357,3
9315,Setup,Technology suffer hair.,Low,1061,17
8046,Connectivity,Drive in customer up box.,Medium,2841,15
8930,Maintenance,Money much writer.,Low,388,18
1329,Troubleshooting,Wife than view some.,High,1528,5
219,Support,Behavior movement form few.,High,1262,7
7655,Support,Source evidence past enter.,Medium,1403,9
9980,Performance,Throw how college.,Medium,1589,15
9348,Incident,Once out say.,Low,833,15
9931,Maintenance,Computer Mr across.,Low,390,1
2018,Access,Clearly left into wear whom.,High,337,20
6012,Concern,Than student machine six.,High,2304,14
7795,Maintenance,Enter base glass various ask.,Low,310,9
169,Access,In hope herself fly.,Medium,193,3
8108,Performance,Floor election manager.,Medium,1038,20
7349,Installation,Throw sure gas hair seven.,Medium,1099,17
8160,Concern,Father matter fire exactly.,High,2959,4
7100,Error,Value stop see six phone Mr.,Low,634,12
1432,Maintenance,Job risk rule do.,Medium,1306,18
7947,Problem,Whatever herself floor avoid.,Low,1624,1
4146,Help,Decade go free.,Medium,494,16
4382,Connectivity,Us good drop next front.,High,1763,1
4967,Troubleshooting,Leg too power parent.,Medium,2538,15
1212,Performance,College second write four.,Low,1255,8
8262,Troubleshooting,Than fund newspaper sing.,High,250,16
6046,Access,Kind rest quickly society.,Medium,226,1
1166,Problem,Foot action cover.,High,415,8
4168,Request,Kid air born allow poor dog.,Low,1138,19
765,Incident,Memory compare them who.,High,2017,17
1293,Installation,Myself pretty weight rule.,Low,2790,18
6273,Inquiry,Buy these democratic work.,Low,2507,10
1841,Connectivity,Cost speak wind think line.,Low,1242,1
9828,Performance,Enjoy eight during.,Medium,1199,15
162,Inquiry,In true open listen.,Medium,2824,11
9890,Troubleshooting,Throw industry where.,Medium,990,11
9530,Incident,Stage player gas happy floor.,High,2804,17
6093,Issue,Behind be stuff about people.,High,90,11
3558,Setup,Similar author behind senior.,Medium,771,10
1481,IT,Leg top certain.,Medium,731,14
8994,Setup,None daughter court.,High,1524,20
5855,Installation,Door doctor himself.,Medium,2991,6
1294,Concern,Writer other reflect discuss.,Low,574,1
5761,Error,Inside join chair manager.,Medium,2018,1
140,Assistance,Land court would enter.,Medium,438,8
350,Connectivity,Black goal on Democrat.,Low,2757,14
1444,IT,Issue forget often.,High,1447,5
9914,Support,Scene serious trade occur.,High,1329,17
2485,Troubleshooting,Receive civil base process.,High,2055,2
9579,Technical,Remember service ability.,Medium,640,9
7753,Configuration,Project either American.,Medium,815,18
6028,Concern,Decide of past seat.,High,2146,7
6907,Performance,Risk program add look color.,Low,387,15
3391,Installation,You born my section.,High,1080,10
7040,Troubleshooting,Must today particular the.,High,1679,19
8033,Installation,Deep interest drug read.,Medium,716,13
8227,Request,Career him attack clearly me.,Low,1568,14
4467,IT,Research per room.,Low,2368,7
1963,Configuration,Artist size I election story.,Low,2007,19
2655,Problem,Fish product myself.,High,18,13
4147,Help,Most forget race appear.,High,2365,15
2504,Installation,Place gun month religious.,Medium,1694,11
1351,Error,Serious TV yeah threat.,Medium,191,10
2478,Problem,Seem whole notice.,High,1459,4
144,Maintenance,Police speech specific.,Low,1578,9
428,IT,Ever always big picture.,Medium,2472,8
2230,Setup,Bill us reveal race.,Medium,1128,9
8580,Incident,View time provide hair.,Medium,871,20
4211,Concern,Possible reveal collection.,High,998,17
9013,IT,Remember laugh benefit.,Medium,1497,20
4634,Performance,Which help film knowledge.,Medium,2582,6
8976,Troubleshooting,All personal air tend.,Medium,430,18
2394,Access,Room kitchen clear us.,Low,1841,7
5784,Maintenance,Including tend case hour.,Low,2570,18
4377,Installation,Prepare need long cup.,High,2087,8
2167,Maintenance,List cause she herself news.,High,1745,3
7065,Concern,College appear approach.,Low,1971,15
5108,Error,Argue our there.,Medium,129,1
6323,Setup,Over model structure really.,High,1800,14
9111,Maintenance,Investment probably nation.,Low,267,6
1414,Setup,Family common fine.,High,1430,11
5033,Concern,World try item way.,High,715,7
7334,Access,Hand writer page significant.,Low,2929,9
5690,Setup,Else suffer have remain sit.,Medium,1185,2
3984,Concern,My quality reality run ask.,High,879,20
5817,Support,Claim firm no recent.,Low,472,10
1113,Assistance,Its final occur.,Medium,106,18
2803,Setup,Work low recent speak.,Low,1112,13
507,Configuration,Seem action lot cell.,Medium,1750,4
3406,Help,Particularly cold eight.,Low,2746,13
3812,Troubleshooting,West career page foot.,Low,279,4
5818,IT,Feel site itself.,Low,1150,13
4245,Access,After special relate.,Medium,1672,9
643,Assistance,Boy level argue state career.,Low,1771,18
7934,Error,Pattern itself meet.,High,2569,8
6480,Error,American against energy.,Medium,2697,19
5580,Maintenance,Thus discuss buy.,Medium,323,19
4270,Technical,Better those sure tree.,High,2955,16
200,Incident,Start project shake sea.,Medium,2088,11
503,Performance,Act home however.,Medium,109,6
3430,Issue,Arrive but though enough.,Medium,1274,9
5977,Assistance,Art heavy operation.,High,1155,13
9917,IT,Heavy add employee fund.,Low,1918,12
4171,Problem,Strong shoulder meeting.,Medium,863,17
4924,Setup,Oil plant firm.,High,122,14
9040,Access,Still friend day.,High,1878,4
6269,Connectivity,Without old clearly bag.,Medium,2987,13
3943,Troubleshooting,Guess morning audience be.,Medium,1618,6
1079,IT,Decade long strong see water.,Low,2554,11
8677,Maintenance,Space through brother idea.,Medium,1344,5
1904,Issue,Become doctor sister thought.,Medium,2476,3
6603,Concern,Paper my add stop.,Medium,1798,10
9336,Concern,Month task exactly life.,High,2411,12
3774,Problem,Scene team field.,Medium,2925,4
3365,IT,Major company message.,Medium,563,9
2968,Error,Appear develop head yourself.,Medium,1884,3
2807,Help,Far us music group.,Medium,1619,4
6201,Request,Add catch none order admit.,Low,1075,20
7973,Technical,Go quickly term full.,Low,369,1
3209,Problem,Country memory speech detail.,Medium,200,1
3793,Incident,Each same chance right.,Low,1976,20
3674,Help,Central all spring alone.,High,950,2
159,Maintenance,Its visit and.,Low,2944,7
9051,Error,Design green model foreign.,Medium,949,6
4380,Technical,Push day through world.,Medium,2704,18
3683,Access,Baby west door article.,High,1944,2
3492,Performance,Person those career pay.,High,110,19
1239,Help,Star still almost seem.,High,1604,7
3573,Troubleshooting,Congress guy woman either.,Low,2269,4
2787,Error,Although create attorney.,High,2877,14
5180,Technical,Us cup better want.,Low,2300,9
6416,Concern,Chair past factor summer.,High,2637,2
6393,Configuration,Hand director buy interest.,High,917,10
9644,Request,Man vote social live family.,High,2451,19
1863,Access,Collection keep pass stock.,High,354,8
3225,Access,Certain he check.,Low,2389,6
3020,Maintenance,General field lose.,Medium,2779,3
1446,Assistance,Message bad son.,Medium,2495,7
3827,Problem,View perhaps me voice.,High,772,11
9796,Setup,If raise kind space range.,Medium,1555,10
1072,Setup,Itself low leave.,High,1485,18
6742,Issue,Make statement artist.,Low,1250,9
1592,Installation,Movement sea everyone effort.,Medium,1853,14
7590,Assistance,Seek heavy bad fill.,High,671,2
2980,Support,Wind get walk season decide.,Low,2599,14
8435,Access,Even however about.,Medium,1210,2
6574,Installation,Notice close soon shake.,High,735,11
4083,Error,Financial two dark growth.,High,135,9
426,Installation,Second fish suddenly.,High,1295,4
6303,Problem,Blue music today.,Low,2935,9
3896,Incident,Name somebody fire ever bar.,Medium,703,17
9669,Error,According above them reduce.,Low,2447,6
3822,Technical,Shake doctor recognize it.,Low,2794,10
2284,Configuration,White price rather forget.,Medium,1833,13
9057,Inquiry,Ten movement name contain.,High,1535,5
3794,Inquiry,Apply walk back party relate.,Low,2569,15
3121,Technical,Concern now drop.,High,1903,5
5712,Troubleshooting,Traditional lawyer learn.,Low,2299,8
2390,Troubleshooting,Improve response far full.,Medium,1706,20
3278,Support,Leave popular water during.,Low,2646,3
5866,Help,Best magazine bring lot.,Medium,1043,1
1459,Access,Turn others learn right baby.,High,811,17
3983,Request,Fast to network rock ask box.,High,901,11
3094,IT,Heart beat always.,Low,2034,13
8431,Issue,Pay fight mouth.,Low,2953,4
7087,IT,Concern man she laugh.,Medium,314,13
455,Configuration,Painting everything side end.,Medium,2430,1
2477,Performance,Mrs wind off.,High,1223,16
3362,Problem,Box night much especially PM.,High,1172,6
4264,Configuration,Avoid trip wear we exist.,High,294,8
5444,Support,Study must play mention food.,High,1648,14
6365,Maintenance,Republican cover grow.,Low,2368,18
7913,Assistance,Talk she visit.,High,273,5
8911,Assistance,Form trip director customer.,Medium,1693,15
690,Setup,Piece the indeed strong.,Low,2955,20
7554,Help,Life animal reach film.,Low,613,10
741,Error,Mean these company over the.,High,1930,17
7234,Configuration,Lose air movement give time.,Medium,611,5
8789,Inquiry,Increase know whether simple.,Medium,1792,8
4480,Configuration,Break high receive real top.,High,2155,14
7865,Inquiry,At that under ten.,Low,2498,11
3226,Error,Likely sell room however.,Low,428,10
1029,IT,Us level player.,High,2079,16
9251,Concern,Image bank put high.,Low,1521,16
9422,Request,Together evening avoid on.,High,2753,12
9766,Maintenance,Project get keep.,High,2051,9
8626,Inquiry,Change air democratic form.,Medium,2804,5
8416,Help,Sea alone look however.,Medium,978,7
7904,Support,Air animal close sea fund.,Medium,1096,5
9302,Request,Leader oil think.,Medium,1100,20
2606,Assistance,Charge political impact.,Low,99,1
7673,Configuration,Expert hour grow.,High,2847,10
9122,Technical,Against range walk.,Medium,748,2
