ResolutionID,TicketID,EmployeeID,ResolutionType,Escalated,CreationDate,ResponseTime,ResolutionTime,Notes
15831,333,50,Processing,false,2023-03-04,99,287,American perform that.
10988,15833,467,Finished,false,2023-08-04,31,262,Night fund side street I.
2983,12682,125,Finished,true,2023-07-08,68,235,Hit health teach a place she.
1049,14120,138,Finished,false,2023-11-03,34,230,Job cost three us approach.
15671,6854,240,Finished,false,2023-07-19,30,251,Play watch real soldier.
9879,1132,482,Finished,false,2023-01-06,106,166,Major piece still election.
1772,16006,305,Finished,false,2023-05-29,120,135,Product less bank now we.
1831,8860,488,Finished,false,2023-04-18,69,241,Figure sign realize war.
9664,6677,118,Finished,false,2023-12-11,70,245,Team send action.
10308,5848,343,Finished,false,2023-07-05,114,220,Walk industry cold blue.
13242,2746,223,Finished,false,2023-09-08,94,282,Land my anything since.
13857,57,15,Finished,true,2023-01-21,30,208,Side wrong new turn.
17012,4818,108,Finished,true,2023-08-29,49,226,Region enough save air.
5674,11387,57,Finished,true,2023-08-02,116,196,Oil western material design.
17024,16695,126,Finished,false,2023-04-17,50,153,Allow hospital money after.
11911,14227,267,Processing,false,2023-04-14,76,279,Member eight ball present.
16188,9874,416,Finished,false,2023-12-24,84,148,Under market vote past.
12768,5654,473,Finished,false,2023-09-21,73,232,Bill may with challenge.
19049,16846,484,Processing,false,2023-12-23,73,137,Themselves these we.
6982,9170,385,Finished,false,2023-01-03,39,289,Might defense part build.
16669,5884,356,Finished,true,2023-07-14,92,148,Attack break compare.
4471,8899,476,Finished,true,2023-07-25,51,136,Join listen reason.
16352,16215,308,Processing,false,2023-09-04,38,155,Series get water rule.
16198,15161,18,Processing,false,2023-12-07,31,260,Option without building.
13193,14794,304,Finished,true,2023-06-16,108,235,Among economic suffer smile.
9163,11871,450,Finished,false,2023-11-28,83,199,Member serve just including.
4710,1336,237,Processing,false,2023-02-12,86,316,While marriage west act.
8949,4833,255,Finished,false,2023-05-21,39,289,Water discussion quickly.
1988,19192,200,Finished,false,2023-01-04,35,303,Dark rather then best budget.
4263,8179,433,Finished,false,2023-05-09,62,269,Kind speech worker adult.
11430,2497,98,Finished,false,2023-02-06,43,264,Will wait center end film.
12734,17274,264,Finished,false,2023-07-27,94,187,Month reflect option box any.
2865,4835,486,Finished,false,2023-08-03,45,317,Sport language north.
18754,13403,68,Finished,false,2023-01-11,90,224,Stage yard dream else skill.
19351,3878,349,Finished,true,2023-09-02,44,264,Air yet inside.
8755,1069,421,Finished,false,2023-04-03,56,278,Career sort south painting.
8770,13050,448,Processing,false,2023-11-24,78,202,Law view story.
7897,4191,90,Finished,false,2023-03-10,107,231,Source them sense five.
15680,8289,263,Finished,false,2023-03-16,91,177,Rather arrive dark.
18126,14097,374,Finished,true,2023-11-25,82,282,Pm dark phone certain.
2564,15443,376,Finished,true,2023-01-28,65,184,Hair situation face.
19429,15109,47,Finished,false,2023-06-03,33,173,Series she single leave.
16813,18888,291,Processing,true,2023-05-12,82,288,Word public then treat air.
2581,19681,100,Finished,false,2023-08-16,47,188,Body personal offer nearly.
17067,12592,297,Finished,false,2023-01-29,100,182,Why everyone her.
14432,2207,364,Finished,true,2023-02-05,114,262,Ground student wall I.
14564,17777,447,Finished,true,2023-09-22,44,247,Act population wife find.
10421,11798,109,Finished,true,2023-05-19,108,170,Rich million box special.
3903,13406,86,Processing,false,2023-03-06,35,201,Its human cup.
9691,3433,426,Finished,false,2023-08-22,111,217,Understand local place.
8604,11837,350,Finished,false,2023-02-16,71,152,Management quickly building.
16652,9149,297,Finished,false,2023-05-11,41,301,Term by draw south where.
8879,4336,449,Processing,false,2023-04-19,85,266,Tree leave whether.
7641,18273,231,Finished,false,2023-04-04,67,220,Manager similar meet room.
7098,9609,196,Finished,false,2023-05-13,37,220,Prove those if.
16601,11516,206,Finished,true,2023-07-21,38,170,Out order people doctor.
1683,14533,158,Processing,false,2023-02-19,30,175,Field later choose.
9680,11009,132,Finished,false,2023-10-06,61,261,Cost phone summer free.
11173,7949,91,Finished,false,2023-03-01,68,128,Region rich week attorney.
7337,12210,121,Finished,false,2023-11-23,53,167,Report something the clearly.
6877,14724,448,Finished,true,2023-08-05,111,298,House research offer.
152,5274,198,Finished,true,2023-03-21,115,310,Matter form little.
2805,18267,83,Processing,false,2023-02-01,92,181,Down step whatever.
2287,17397,499,Finished,false,2023-12-17,61,259,Else blue book.
8955,9485,404,Finished,true,2023-01-08,116,220,Service although which.
19161,15137,108,Finished,false,2023-06-08,75,214,Movement main you military.
12224,6767,144,Finished,true,2023-03-14,51,249,Former relationship course.
17317,7066,330,Processing,false,2023-03-21,61,221,Gas ask artist.
9203,18259,176,Finished,false,2023-05-11,82,132,Teach strategy office goal.
7989,6247,322,Finished,true,2023-10-03,119,133,Beautiful draw age leg trade.
4131,14785,298,Finished,true,2023-07-15,102,289,National process dog.
12986,17097,26,Finished,false,2023-09-16,61,258,Politics chance within green.
2219,14921,327,Finished,false,2023-04-27,98,171,Apply media realize director.
7924,3065,230,Processing,true,2023-03-21,114,169,Billion add general about.
19807,18967,180,Finished,false,2023-06-29,80,294,Approach ball fund plan mean.
19898,13451,358,Finished,false,2023-01-17,57,231,Stage bed myself.
9416,19489,15,Finished,false,2023-05-29,66,140,Little measure see animal.
1821,11455,327,Finished,false,2023-12-16,62,279,Admit understand add.
2900,1151,25,Finished,true,2023-01-24,64,208,Five its sometimes this.
2819,19549,331,Finished,true,2023-08-03,109,215,Law apply whom indeed.
17809,12430,289,Finished,true,2023-06-11,114,159,Floor research wide feel.
2488,8516,398,Finished,false,2023-03-12,68,242,Article police group.
10809,15764,301,Finished,false,2023-11-27,72,232,As happy skin indicate.
8207,16634,448,Finished,false,2023-04-13,48,179,Usually stock less agency.
8875,13003,412,Finished,false,2023-08-28,107,168,Industry product work meet.
17241,8950,257,Finished,false,2023-01-09,96,158,Also set happy those alone.
5084,11614,307,Processing,false,2023-10-06,45,284,Magazine by region learn.
12352,9521,369,Finished,false,2023-07-24,86,151,Weight company player those.
1591,1330,121,Finished,false,2023-03-25,65,195,Detail by per discussion.
9550,10651,446,Finished,true,2023-07-14,104,319,So idea thank focus.
2409,12259,447,Processing,false,2023-11-05,84,214,I close Mr manager four.
5430,3751,124,Processing,false,2023-09-06,75,195,From house any.
373,2628,297,Processing,false,2023-04-29,34,314,Mr short word window from.
13468,19902,232,Finished,false,2023-06-29,59,320,Rather write such.
15647,1726,492,Finished,true,2023-09-13,60,168,Us least it.
17857,17433,239,Finished,true,2023-07-09,61,313,Allow car last.
873,11192,197,Processing,false,2023-10-13,99,178,Drop cost hard information.
14465,15100,449,Finished,false,2023-06-23,62,168,Mouth beat major.
8258,10903,304,Finished,false,2023-08-05,57,185,Perform leg free range.
371,657,284,Finished,true,2023-12-20,118,255,Budget have follow fine.
720,6953,315,Finished,false,2023-03-14,115,225,Small task his relationship.
5829,10512,297,Finished,false,2023-05-25,102,312,Husband this fly improve all.
6958,12995,196,Finished,true,2023-05-18,96,142,Some adult senior cost.
1499,12339,41,Finished,false,2023-07-19,103,220,Major relate always star boy.
13151,383,240,Finished,false,2023-05-26,72,316,Public memory deep trouble.
13304,8241,177,Finished,false,2023-07-25,72,236,Operation of Democrat base.
9869,13293,253,Finished,false,2023-10-06,109,312,Participant owner fill eat.
17670,1904,143,Finished,false,2023-08-12,72,199,Return available glass very.
5523,7078,44,Finished,false,2023-06-16,34,220,Never I style left send.
1752,8332,190,Processing,false,2023-04-08,36,184,Rate value though.
14004,9700,371,Finished,true,2023-11-05,69,224,Anything cover with.
12726,12137,64,Finished,false,2023-06-02,92,192,Police book room enough.
6830,15071,430,Processing,false,2023-07-14,104,310,Eight manager so picture.
160,15148,224,Finished,false,2023-11-06,118,121,Success bag real black.
1264,10807,103,Finished,true,2023-03-23,34,215,About magazine eat.
3926,18687,395,Processing,false,2023-10-11,93,211,Without pay high skill write.
9009,2187,334,Finished,false,2023-04-19,75,283,Student kitchen economic say.
18248,2947,99,Finished,true,2023-09-13,88,290,Agreement executive policy.
5214,3771,228,Finished,false,2023-11-19,102,177,Occur capital imagine.
2985,7422,345,Processing,true,2023-02-06,87,157,Some reduce agree it past.
10307,6758,470,Finished,true,2023-05-02,84,278,Green show wrong newspaper.
4526,14732,253,Finished,false,2023-02-27,35,207,Film little task writer.
4453,10329,306,Finished,false,2023-03-25,120,187,Service news charge picture.
3545,2838,349,Processing,false,2023-05-14,62,226,Agreement north respond.
9341,11859,149,Processing,false,2023-06-06,66,262,Rise form approach local.
17282,14730,189,Processing,false,2023-05-13,57,163,Party watch deep agreement.
86,18456,187,Finished,false,2023-09-08,43,280,Skin election explain could.
1218,17025,403,Finished,true,2023-09-15,100,147,Medical well parent stop box.
17428,15627,350,Processing,true,2023-12-03,73,240,Job vote policy girl.
19009,16300,44,Processing,false,2023-03-13,39,231,Six man family statement.
18007,7247,197,Finished,true,2023-07-17,87,288,Argue material quality PM.
14711,9523,397,Processing,false,2023-03-18,45,242,Add sport spend discuss step.
3889,18342,452,Processing,false,2023-06-21,47,139,Maintain true push movie.
14955,8877,129,Finished,false,2023-08-25,105,308,Congress look strong.
10309,18314,292,Processing,false,2023-02-07,84,243,Likely letter clear because.
10524,12351,30,Finished,false,2023-11-29,96,145,Water far generation call.
12278,18763,213,Finished,false,2023-04-19,51,165,Line rest collection imagine.
710,9419,186,Finished,true,2023-11-18,40,197,Situation his and among.
15344,17708,254,Finished,false,2023-12-14,48,250,Toward increase buy.
4579,7450,23,Finished,true,2023-12-26,97,229,Deep true couple arm.
12579,4708,25,Finished,false,2023-11-26,85,168,Behavior east past hand term.
10068,1949,151,Finished,false,2023-03-06,41,273,Thought very state own.
9037,13269,376,Processing,false,2023-04-23,115,139,Relate for deep between.
14241,10854,110,Finished,true,2023-08-28,85,223,Grow go then yeah.
2977,9479,39,Processing,false,2023-03-30,117,277,Poor ask admit rate.
17356,12812,471,Finished,false,2023-06-14,94,234,Court toward imagine.
18371,11474,435,Finished,false,2023-05-23,94,305,Bar buy now young.
12060,11169,333,Finished,true,2023-04-14,58,151,Year like build seat I.
1617,5671,389,Finished,false,2023-07-02,34,316,Outside cell task hear.
1967,603,271,Finished,false,2023-10-22,80,178,Much section hit.
2656,8468,350,Finished,false,2023-11-15,40,294,Method he task.
10112,3579,429,Finished,false,2023-12-17,114,320,System customer current.
10077,15975,334,Finished,true,2023-05-19,34,215,How ready build pretty value.
13813,342,401,Processing,false,2023-12-12,76,193,Unit receive spring than.
13898,5430,355,Processing,true,2023-07-10,53,214,Seven price company.
591,10056,204,Finished,false,2023-10-31,58,124,Security onto while law.
12421,2366,421,Finished,false,2023-04-10,61,254,Son away interesting light.
17414,19399,157,Processing,true,2023-02-06,63,263,Home moment work well.
12234,8808,444,Finished,true,2023-04-06,66,221,Someone about board.
10076,7483,427,Finished,false,2023-04-03,107,316,Sport network charge medical.
8518,8544,150,Finished,false,2023-02-27,95,298,Remain protect no.
10475,14895,36,Finished,false,2023-06-30,94,277,Apply usually have.
5370,2561,404,Finished,true,2023-03-07,43,273,North would Democrat writer.
16499,11251,281,Processing,false,2023-05-25,100,267,Plant half real unit.
99,11005,134,Finished,false,2023-11-05,114,157,His action business piece ok.
9962,5768,84,Finished,false,2023-02-06,89,293,Believe last suffer.
1374,2776,485,Processing,false,2023-08-11,97,193,Head current peace.
17061,17264,417,Finished,false,2023-06-08,54,211,Son out crime animal.
4339,19093,230,Finished,false,2023-06-14,70,274,Again pick give.
19265,2098,205,Processing,false,2023-05-24,48,297,Foot good item family sport.
13681,11286,107,Finished,false,2023-12-15,60,262,Business serve trade address.
5254,17685,240,Finished,false,2023-03-11,105,183,Dog future past care.
18845,6861,58,Finished,false,2023-07-23,57,207,Idea place total.
18608,2145,272,Finished,false,2023-02-01,46,265,Style his low relationship.
8021,16665,81,Finished,false,2023-04-07,53,207,Cause evidence month.
14832,9629,486,Finished,false,2023-06-25,97,220,Wide guy trial ever project.
15580,10844,450,Finished,false,2023-11-02,108,231,How somebody cut civil.
7429,9333,385,Finished,false,2023-11-12,43,184,Area sea see possible.
18764,16895,148,Finished,true,2023-02-05,56,192,Though future member.
11177,8119,322,Finished,false,2023-02-28,52,201,Member boy feeling industry.
16425,14620,388,Finished,false,2023-02-05,93,251,Boy rock wait sing.
15129,12902,145,Finished,true,2023-07-23,68,243,Country within every.
13678,12337,4,Finished,false,2023-08-18,120,289,Garden within realize young.
8425,14901,306,Finished,false,2023-11-01,96,135,Authority education race.
14875,1910,256,Finished,false,2023-05-19,49,173,May its around drop wear.
2723,14210,276,Finished,true,2023-12-05,72,193,Court through his.
5060,6890,290,Processing,false,2023-07-13,99,234,Evening your bill without.
13128,15296,37,Processing,true,2023-04-28,97,151,Future what kitchen.
17871,7058,265,Finished,false,2023-12-15,68,176,Easy yard individual accept.
13831,17595,80,Finished,false,2023-02-02,38,251,Tv very mission dinner occur.
7496,17757,59,Finished,true,2023-02-19,62,146,Reality quite argue mind.
19762,3261,420,Finished,false,2023-03-29,117,262,Community three professor.
19071,14411,245,Processing,true,2023-09-09,44,135,Down medical east paper care.
17499,5354,448,Finished,false,2023-10-21,60,168,Vote report according media.
7165,7362,354,Processing,false,2023-12-26,73,299,Whole rule section.
1639,8627,416,Finished,false,2023-06-06,74,153,Sound big firm race citizen.
14764,14502,81,Finished,false,2023-10-26,55,284,End road have.
7589,9345,344,Processing,false,2023-04-16,65,180,Image beyond card rate.
18267,325,347,Finished,false,2023-10-06,79,220,It avoid effect government.
3425,10732,265,Finished,false,2023-12-01,58,214,Apply beyond feel into for.
