TicketID,Title,Description,Priority,CustomerID,CategoryID
16258,Incident,It hot remember upon might.,High,1487,6
14848,Assistance,Debate should week.,Medium,78,9
17164,Technical,Near indeed color start.,Medium,543,3
11211,IT,Probably build gas.,Low,226,2
16116,Performance,Inside huge as game.,Low,869,15
10712,Help,Should gun consider coach.,Low,328,17
16278,Problem,Simply great cultural star.,Medium,1634,18
11264,Troubleshooting,Brother food yourself much.,Low,784,20
18009,Help,Wife even whatever purpose.,Low,368,18
17877,Support,Job war former.,Low,762,3
15290,Connectivity,Concern left strong.,High,1463,8
11548,Access,Goal to us on may.,Medium,967,9
19925,Setup,Whom power not customer.,High,1754,10
13579,Inquiry,Response crime try.,Low,361,8
13400,Help,Serve do involve thing.,Low,1505,14
14471,Troubleshooting,Seat building herself.,Medium,827,12
18473,Support,Growth data reason work.,Low,1589,6
10107,Inquiry,Sure must gun positive wrong.,High,27,12
13341,IT,Evidence fine break.,Medium,544,16
13441,Inquiry,Real agree family left.,Medium,1219,12
14076,Performance,Health health million test.,Low,298,7
10037,Inquiry,Citizen still eye data.,High,1073,11
17665,Maintenance,International above use that.,Medium,1922,7
12338,Incident,Now space spend help anyone.,Medium,1603,17
13190,Configuration,Life hospital social.,Low,1206,5
12812,Maintenance,Hand large though by.,Medium,1507,13
17653,Connectivity,Anything mother specific bit.,High,600,2
19338,Issue,Face ten floor need.,High,393,13
18515,Help,Right face situation us.,High,1777,17
11310,Access,Step rule miss some show.,Medium,1159,14
13216,Technical,Final relate parent yet ok.,Medium,1865,13
19551,Assistance,None leg television human.,High,825,13
15056,Access,Once say each four.,Medium,720,3
10521,Help,Month bring decision.,Low,44,3
19540,Configuration,Lay us truth cost town.,Medium,669,7
11541,Issue,Local board network your.,Low,209,7
10073,Inquiry,Staff available affect space.,Medium,508,14
13660,IT,All tax sell wrong he.,Medium,755,13
13758,Performance,As fund next health.,Low,254,7
19370,Setup,Health card shake popular.,Medium,1630,15
16585,Error,Father system to what.,High,1807,17
11683,Assistance,Think policy they cause.,Low,1081,6
17808,Help,Early company data provide.,Medium,1275,3
14164,Performance,Your camera any coach.,Low,433,7
18799,Maintenance,Evening necessary yes police.,Medium,605,6
18589,Connectivity,Seven successful together.,Low,626,17
12162,Error,Because sit half.,Low,292,13
15347,Setup,About soon myself.,Medium,707,12
15087,Problem,To forward respond.,Medium,481,7
17670,Performance,Only movie compare why.,High,1500,15
18559,Problem,Exactly fill citizen bill.,High,1515,17
16990,Assistance,Class else art professor.,Medium,1856,19
16977,Support,Popular bill alone.,High,1067,5
14651,Configuration,Mean hundred guy watch.,Medium,1732,7
14398,Performance,Especially he debate.,Medium,607,20
13178,Maintenance,Live state happen step.,Medium,1283,15
19397,Support,Bad way director.,Low,1397,2
10731,Incident,Them white marriage floor.,Low,1465,14
19927,Inquiry,However visit may project.,Low,866,6
12372,Concern,Still law look letter.,Low,335,9
19102,Issue,Set floor improve above.,Medium,1204,19
11901,Request,Similar law design current.,Medium,793,12
13314,Request,Live great by product young.,Low,827,6
18376,Performance,Pull however off now.,Medium,1677,13
12960,Assistance,Several card enough.,Medium,492,12
16479,Support,Mr drive report ok we.,Low,872,15
15714,Request,Early answer however top.,Medium,1844,20
16433,Error,Simple cold ten until.,Low,45,17
11281,Incident,Event seek dream suggest.,Low,176,10
19057,Incident,Tree give middle must.,High,1495,11
17118,IT,Down never agreement economy.,Low,1335,11
18710,IT,List month you tell chance.,Medium,1042,19
10290,Configuration,Very provide book clear many.,High,536,5
16827,Performance,Approach data ball idea in.,High,1637,12
10702,Error,Today race idea while.,Medium,1799,4
11804,Request,Very eight feel coach music.,Medium,109,16
17696,Connectivity,Pull maintain center foreign.,Low,1608,15
13424,Setup,Avoid enjoy forward.,Medium,744,11
18361,Incident,Half worry war.,High,1943,5
10482,IT,They talk seem style which.,Medium,942,14
12131,Access,Seven free yeah pay you pick.,High,1860,2
15010,Configuration,Front news thus sport.,Medium,32,10
12803,Installation,Under inside building effort.,High,906,9
17361,Issue,Fall garden place door end.,Medium,1976,20
10518,Assistance,Partner key kind hair.,Medium,378,1
10157,Maintenance,Wear somebody car blue allow.,Medium,1775,13
14899,Support,Yard share current under.,Low,1717,5
12598,Maintenance,Position necessary task rate.,High,735,1
12936,Request,Cup item bill out although.,High,472,14
15305,Inquiry,Drug chair significant.,High,1499,7
14404,Connectivity,Mean offer claim off.,High,660,5
10722,Connectivity,Drug situation respond a.,Low,152,15
14705,Connectivity,Nor eye recognize ok age.,Medium,14,4
11454,Support,Back tree too.,Medium,750,19
12823,Troubleshooting,Top toward often.,High,991,7
11717,Incident,He opportunity top first.,Medium,406,5
13281,Maintenance,Bit white operation seat box.,High,102,6
18168,Configuration,Customer option close.,Low,585,9
10373,Maintenance,Matter summer tough ground.,Medium,19,18
19664,Access,Actually one college.,Medium,136,19
12328,IT,Watch north would teacher.,Medium,1346,19
13240,Request,Guess paper thus above yes.,Medium,791,18
11212,IT,Lay speech interest election.,Low,1062,5
19185,IT,Make tonight visit into.,Low,1792,18
16327,Assistance,Our leader night.,Medium,1688,3
15628,Help,Pass response chance.,High,639,11
18027,Technical,Main current win.,Low,1763,11
15726,Performance,Interest lawyer create.,High,43,3
14612,Setup,Stop health situation.,High,825,17
12393,Request,Range TV best kid evening.,Medium,1321,20
18253,Access,Top specific hour.,Low,1486,13
16840,Technical,Game PM civil.,Medium,519,17
13629,Problem,Know join item expert.,Medium,1421,15
17067,Installation,Eight fall defense past.,High,1361,3
18044,Configuration,It industry stage sing note.,Low,899,5
13725,Problem,Happen body doctor.,Medium,1729,2
19334,Problem,Down part operation run race.,High,998,13
19107,IT,About space wind season.,Medium,1744,13
13438,Support,Own establish pay management.,Medium,1783,20
13784,Inquiry,Smile crime middle movement.,Medium,305,15
18851,Setup,Alone why serious court.,Medium,1280,15
17961,Access,Professional brother option.,Medium,483,4
18663,Performance,Service film although tend.,High,288,13
13696,Problem,Animal environment road hope.,Medium,2,18
19702,Incident,Decide ground election think.,High,488,8
18553,Connectivity,One couple foot west.,Low,1925,12
16528,Performance,Court decision subject.,High,1722,13
12132,Issue,Gun take civil music.,Medium,1932,10
14363,Request,President new sound success.,Medium,1270,5
15643,Access,My girl mission sometimes.,High,442,14
16034,Inquiry,Some after trouble set.,Low,400,1
16071,IT,Bring reduce break tree.,High,823,17
16397,Technical,Send air next alone.,Low,1479,13
10983,Support,Natural ahead drop star hear.,Medium,785,9
12781,Troubleshooting,Network rest site security.,Medium,1747,7
10219,Assistance,He again much.,Low,837,10
15225,Request,Approach kid save where.,Low,28,11
19513,Issue,House campaign start herself.,High,889,6
14696,IT,Soldier word animal picture.,Low,819,9
17700,Installation,Property when drive.,High,1423,3
15307,Support,Decide history avoid until.,Medium,1561,1
18711,Technical,Over with any win half thus.,High,820,14
16393,Concern,To town size number make.,High,53,16
18248,Maintenance,Audience individual billion.,High,1831,12
19591,Setup,Mission low whatever black.,High,24,14
14686,Help,Community finally apply.,High,1969,12
13959,Performance,Trial another baby off.,High,1962,10
17703,Configuration,Order somebody factor.,Low,1379,14
18714,Incident,Would article such.,Medium,1883,12
18109,Setup,Protect only factor.,High,134,8
17270,Request,Not spring record.,Medium,323,2
19727,Configuration,Cause production art.,Medium,401,8
11347,Maintenance,Whose social I beyond.,Low,924,19
16490,Technical,End present guy claim member.,Low,1512,3
18643,Assistance,Hope nature cause generation.,Medium,464,14
13815,Error,Building seem car group.,Medium,42,14
11828,IT,Big least language despite.,High,389,5
15592,Problem,So fly social indeed.,Low,364,6
17947,Concern,Four success save wife.,Low,37,19
11922,Troubleshooting,Crime foot ok first.,Medium,1792,1
17161,Assistance,Huge five that talk black.,Low,1087,11
11847,Incident,Owner fear new right.,Low,574,6
19007,Setup,Write take collection off.,Low,1462,17
14231,Assistance,Low set size.,High,767,17
16880,Assistance,Begin require will weight.,High,86,10
14586,Support,What power Mr look purpose.,High,1918,19
11013,Setup,Seem one practice stock.,High,1848,6
17682,Inquiry,No guy feeling race.,Medium,122,12
11120,Inquiry,Receive able seem part.,Medium,1809,7
17082,Setup,Team country worker yard.,Low,508,3
17439,Troubleshooting,Land watch partner throw.,Low,640,9
12659,Technical,Near here statement.,Medium,1150,5
15668,Request,Ever court me Mrs.,High,871,11
15412,IT,Probably pull improve near.,Medium,37,19
10821,Support,Suggest long leave.,Low,1291,17
15816,Access,Reflect their by Mr.,Medium,1387,4
16073,Incident,Lawyer yet raise.,Low,1839,2
12074,Setup,Today statement job box.,High,288,14
12941,Request,Different ask middle.,Low,986,15
14248,Error,Manage foreign firm whose.,Low,442,6
14623,Incident,Human throw smile two while.,Low,1776,4
11778,Connectivity,Special tell to expert like.,High,1384,1
11504,Support,Job child Mrs.,Medium,169,15
16829,Installation,Hotel position purpose.,Medium,1968,4
13450,Error,Including song to to various.,Medium,1243,6
19255,Technical,Rate product institution.,Low,1923,3
13447,Installation,Send past rich environmental.,Medium,1142,7
19505,Access,Simple where no fine age.,High,735,6
11199,Problem,Happen deep this.,High,463,13
13304,Assistance,Read beautiful door later.,Medium,1333,17
13547,Support,Address box him media.,Medium,607,16
11252,Assistance,Probably three hard beyond.,Low,564,10
11412,Request,Seem season success.,High,1217,18
19688,Inquiry,Safe point pressure budget.,Low,1285,14
16128,Assistance,Idea manage even team.,Medium,631,18
12510,Incident,Nice everyone teacher effort.,High,340,19
16913,Concern,Clearly stay stand affect.,Low,1376,18
18575,Installation,By simple her sport trade.,Medium,575,8
18105,Support,Trouble though stay town.,Medium,1480,16
10415,Access,Security box lead able.,Medium,1288,1
13134,Installation,Condition store play hear.,High,1525,10
13195,Performance,Simply deep along most.,Medium,1823,3
10621,Troubleshooting,Risk above better.,Low,1965,19
14699,Connectivity,Dream yeah read place.,Medium,413,2
18517,Assistance,Instead movement find.,Low,659,12
12169,Problem,Almost likely tree doctor.,Medium,1194,1
11188,Help,Get contain key magazine.,Low,172,13
13561,Connectivity,Court east no certain miss.,Medium,460,7
15941,Technical,Listen require if item.,High,1072,3
17253,Error,Official media he focus.,Low,1135,9
10561,Problem,Dinner campaign past.,Low,564,2
18751,Issue,Start board anyone national.,High,899,18
14021,Concern,Example make standard prove.,High,827,7
16530,Error,Up fly spring production in.,High,1027,3
13159,Inquiry,Final strategy main space.,Low,1030,1
19136,Error,Establish note year member.,High,1625,10
15500,Technical,Indicate pass treatment meet.,Low,902,3
19120,Configuration,Moment PM great in small.,Low,483,6
10765,Support,Trade director fish provide.,Low,941,19
14275,Access,Suddenly much win admit many.,Medium,201,7
19666,Incident,Pretty ball most significant.,Medium,417,16
18837,Incident,My off but beyond.,High,1921,13
11253,Request,Perhaps do project machine.,Medium,424,19
14476,Setup,Dream property thousand.,Medium,451,19
16646,Problem,Which billion guess.,Medium,1832,3
19437,Access,Central explain from on.,High,1840,10
18988,Maintenance,Early win save PM investment.,High,1967,3
19791,Connectivity,Night college former four.,High,1149,2
15525,Assistance,Mouth air can office.,Low,1878,16
12756,Issue,Art voice buy we.,High,1953,17
18299,Incident,Message happy letter.,Medium,556,11
11342,Performance,Law range accept while.,Low,250,9
18102,Error,She hit team social.,Low,1840,15
16102,IT,City so music.,High,1279,9
10548,Inquiry,Decade all people play.,Medium,1472,10
18724,Maintenance,Until glass nor its.,Medium,948,14
16676,Connectivity,Area student blood.,Low,1615,17
17290,Error,Movie environment Republican.,Medium,934,1
13648,Technical,Find modern walk.,Low,1859,5
17294,Access,Walk town ahead class.,High,1186,3
15792,Connectivity,Benefit marriage call alone.,Medium,1296,18
19368,Configuration,Consider class when human.,Low,466,4
16350,Concern,Guy remain hear.,High,1954,11
17047,Installation,Blood physical many.,Low,1672,11
17340,Maintenance,Discuss should clear ground.,Low,67,11
16731,Technical,Issue drive forget create.,Medium,1890,6
13996,Performance,Range same without manager.,Low,1171,11
19767,Problem,Cup quite play see.,High,649,6
19550,Support,Safe high federal her reason.,Medium,1469,17
11764,Incident,Night product dark growth.,High,1244,18
15038,Concern,Next stay understand movie.,Low,1128,11
14810,Setup,Fish improve water follow.,Medium,641,13
13669,Connectivity,Property show partner four.,Medium,1308,5
15648,Help,Way dog contain thing.,High,621,2
17407,Installation,Success sister who.,Medium,458,11
15167,Performance,City like sign feeling glass.,Low,892,20
13855,Assistance,Building discover newspaper.,Low,256,6
13976,Inquiry,Loss after sign man.,High,137,15
18606,Incident,People consumer wrong chance.,Medium,458,17
19124,Inquiry,Lot business law close.,Medium,601,20
10890,Setup,Level treat picture.,Low,784,2
19492,IT,Allow worker guy.,Medium,155,7
10268,Incident,Hospital anyone however.,Low,450,6
17940,Configuration,Could night oil set.,Medium,1416,2
13129,Technical,Staff all price site.,Medium,76,9
17737,Issue,Need argue federal win make.,Medium,1680,9
15731,Performance,Window old girl painting.,High,1695,11
17097,Inquiry,Always line better feeling.,Low,1248,3
11159,Request,Turn party run night.,Medium,499,2
14279,IT,Guess full peace risk skin.,Medium,1291,1
10203,IT,Sister dinner they.,Medium,951,8
14251,Request,Middle finally piece while.,High,1186,10
10682,Inquiry,Woman sense moment quickly.,High,30,6
11676,Connectivity,A above financial occur.,High,652,10
16008,Setup,Pretty many guy politics.,High,1284,3
14950,Performance,Issue effect also student.,Medium,673,5
16264,Troubleshooting,Stage professor cause drive.,Low,827,20
16428,Help,Production sport part tell.,Medium,312,13
19686,Issue,Real one bring stock.,Low,1130,15
18090,Error,So growth feeling community.,High,1014,18
18918,Installation,Return other bank hundred.,Medium,1400,4
19038,Assistance,Writer home hand physical.,Medium,1176,7
19142,Error,Poor without class practice.,Medium,186,7
19218,Technical,It middle follow year keep.,High,1836,2
15183,Incident,Because look child south.,Medium,807,1
15408,Installation,Go total run actually.,High,1306,4
12299,Performance,Two radio method save.,Low,573,10
16660,Request,Probably always down trip.,Low,981,3
15982,Problem,She more rise ahead trip.,Low,338,13
10047,Installation,Treatment say to hear.,Medium,598,4
18081,Performance,Money dream reflect partner.,Medium,721,1
15355,Performance,History economy must citizen.,Low,551,14
15259,Technical,Billion Mr car look.,High,1950,2
10743,Connectivity,Learn know begin sense.,High,476,19
10370,Issue,Who machine effect throw at.,Low,578,4
14397,Technical,Two community summer between.,High,353,17
15182,Setup,Including way oil buy nice.,High,1979,5
17113,Connectivity,Audience baby trial one.,Medium,385,1
19961,Incident,Off turn least future live.,High,863,12
12558,Assistance,Hit ready north one.,Medium,157,3
10348,Error,Free class politics cut.,Medium,1162,18
11180,Configuration,Challenge bag respond great.,High,345,6
14872,Installation,Bit professor media alone.,Medium,105,10
11551,Troubleshooting,End institution first best.,Medium,1548,10
13917,Support,Quality finish arrive add.,Medium,240,20
17524,Installation,Lead hot attorney clear.,Low,1231,11
13215,Installation,Dog human care dinner hair.,High,893,7
13757,Connectivity,Positive onto talk teach.,High,1626,13
14365,Issue,Else effect last tend.,Low,1788,9
19822,Setup,Color consider senior last.,High,118,9
17693,Issue,Author rather level.,Low,1243,8
16169,Concern,Candidate election between.,Medium,1343,4
17780,Problem,Staff drug only ok onto.,High,1349,12
11477,Incident,Whom list enough.,High,519,17
11540,Incident,Gun else watch.,Low,707,3
16259,Connectivity,That if together owner all.,High,663,10
19670,Assistance,Direction year Congress.,High,621,6
18789,Installation,Score century degree tree.,High,669,16
13656,Concern,Believe as shake role.,Medium,810,3
12081,Support,Social lose actually fund.,Medium,177,4
11456,Issue,Talk wide city.,High,1152,4
12723,Technical,Would evening explain for.,Medium,654,18
10557,Error,Dog end always produce fund.,High,1689,10
16567,Support,Church beyond east.,Low,1875,5
11047,Request,Or gun result term.,High,212,3
19529,Issue,Public attention sign would.,Low,1421,1
17936,IT,Throw service what also.,High,861,1
10342,Access,Site hospital network.,Medium,1603,13
15007,Inquiry,Speak notice today attention.,High,1415,19
10637,Concern,Color television drop.,Low,164,18
10300,Incident,Final step seem face.,High,231,19
12187,Technical,Four both to cover.,Medium,1450,9
18498,Problem,Give again past civil.,Low,306,9
17301,Installation,While national compare.,Low,93,1
15276,Maintenance,Live sign memory exist much.,Medium,1202,15
16931,Inquiry,Threat list win data.,Low,896,7
19389,Connectivity,Effect avoid difficult today.,Low,182,3
14301,Help,Maybe attention nearly role.,High,787,5
14609,Technical,Share southern thank relate.,High,1407,13
10360,Installation,Before live down.,Low,1245,10
17521,Maintenance,Can well sign middle style.,High,1218,11
17281,Inquiry,Start else be author central.,High,380,1
19726,Access,Drug church city.,Medium,58,9
12212,Connectivity,Mrs down because.,Medium,673,13
19108,IT,Feeling answer physical art.,High,606,13
16878,Maintenance,Somebody theory wear clear.,Low,942,4
15763,Error,Argue appear somebody rock.,Medium,1625,9
17459,Assistance,Ask billion body.,High,1865,19
18836,Performance,Almost next improve increase.,Medium,1400,2
10266,Performance,Another drive quality.,High,585,2
19561,Support,Believe truth movie country.,Medium,1719,8
10179,Performance,Throughout attack ability.,Medium,247,18
15014,Incident,Report begin base because.,Medium,1017,20
12423,Performance,Herself include red a theory.,Low,474,20
