ResolutionID,TicketID,EmployeeID,ResolutionType,Escalated,CreationDate,ResponseTime,ResolutionTime,Notes
21784,15061,66,Finished,false,2024-10-28,113,257,Clear low house.
21979,148,287,Finished,false,2024-02-16,67,160,Also family why more to.
21311,11506,145,Finished,true,2024-04-19,38,320,Nature training after.
20754,21932,234,Finished,false,2024-03-01,32,139,Do ok world town yeah.
20175,14379,533,Processing,true,2024-03-12,119,137,Training see kind tonight.
20412,12684,409,Finished,false,2024-12-06,55,288,Grow popular whom north song.
21911,3615,175,Processing,false,2024-04-08,41,160,Film rise dark civil chance.
21302,2847,256,Processing,false,2024-04-16,59,250,Camera red nature his.
21515,3738,167,Finished,false,2024-03-31,41,255,Yeah question water.
20326,6723,534,Finished,false,2024-01-05,117,296,Into himself newspaper.
20454,18321,45,Finished,false,2024-02-17,102,201,Direction fine stop cell.
20521,19041,285,Finished,false,2024-09-03,53,306,Discussion meeting full.
21721,20754,346,Finished,false,2024-01-16,116,243,Value cut enjoy scene.
21622,3886,161,Finished,false,2024-03-09,55,305,Modern by behavior available.
21052,14511,189,Finished,true,2024-04-10,105,141,Poor best author represent.
20682,5652,483,Finished,false,2024-04-06,97,287,Seven beat whom police.
20849,4615,417,Finished,false,2024-06-12,41,155,I during field on history to.
20301,18617,362,Finished,false,2024-03-02,70,301,Where truth while.
20238,11224,100,Finished,true,2024-12-02,53,277,Coach foreign kitchen.
20033,18122,214,Finished,false,2024-12-10,51,263,Blood cover realize five.
20291,21003,211,Finished,false,2024-08-24,33,187,Threat everything shake.
20680,18059,412,Processing,false,2024-06-10,43,220,Resource partner per.
20380,13907,285,Finished,false,2024-03-21,34,132,Work form could cover public.
21247,667,139,Finished,true,2024-10-09,52,185,Finish point happy throw.
20571,7392,531,Finished,false,2024-01-19,108,145,Who bar suggest also record.
21276,4794,113,Finished,false,2024-08-20,55,208,How make include employee.
21358,8264,129,Finished,true,2024-05-23,61,141,Mind model offer.
21792,4223,328,Finished,false,2024-08-07,73,138,Stage four bank set.
21032,2889,357,Processing,false,2024-07-05,54,224,Grow meet guess.
21569,1219,285,Finished,false,2024-02-23,83,158,Outside it adult set.
21532,14967,419,Finished,false,2024-04-29,85,284,Would speech can newspaper.
20786,10336,503,Finished,false,2024-11-18,65,251,What that few third return.
20428,3337,234,Finished,false,2024-01-26,49,243,Mind child although police.
21242,9575,283,Finished,false,2024-04-20,95,266,Call agree project manager.
20940,16661,242,Finished,false,2024-07-23,98,149,Law almost south say.
20130,8944,45,Finished,false,2024-08-20,95,149,Tell big indicate if now.
20577,19891,38,Finished,false,2024-05-03,44,150,True recently audience.
21103,17010,354,Finished,true,2024-12-17,46,252,Billion station hotel.
21086,2598,212,Finished,false,2024-01-08,107,134,Debate son our heavy ground.
20679,16151,376,Processing,true,2024-04-08,33,245,Smile ground white young.
21740,7334,545,Finished,false,2024-07-12,85,294,Long pick because every.
20151,5949,401,Finished,false,2024-12-08,41,121,Car whom agreement.
21888,5757,209,Finished,true,2024-01-20,102,269,Care floor indeed however.
20146,18803,462,Finished,true,2024-06-27,50,148,Near ten hotel discussion.
21579,8114,289,Finished,false,2024-08-23,113,236,Site knowledge window.
21773,4935,96,Finished,true,2024-04-23,79,158,Be serve official arm tax.
20119,21059,478,Processing,false,2024-01-30,81,302,Now sport all receive.
20439,90,10,Finished,false,2024-04-02,88,176,Air type speak seem.
21349,2511,185,Finished,true,2024-04-01,97,164,Level carry bag.
20978,4800,185,Finished,false,2024-03-12,102,284,Total music name name wonder.
20700,8350,339,Finished,true,2024-04-06,117,201,Phone whatever raise three.
20558,18604,411,Finished,false,2024-05-11,82,190,Issue test enter.
20531,15412,140,Finished,true,2024-04-08,112,186,Head catch this.
21389,1094,5,Finished,true,2024-06-14,48,187,Old organization they.
20433,4379,242,Finished,false,2024-01-07,50,236,Born attack include Congress.
20986,6236,543,Finished,false,2024-03-15,33,150,Want drug economy.
20366,12401,490,Finished,false,2024-09-22,35,178,Career pay fill knowledge.
20452,13648,106,Processing,false,2024-06-06,41,274,Whom long floor behavior.
20155,6840,58,Finished,false,2024-12-26,37,235,Whatever four director.
21660,21377,525,Finished,false,2024-02-25,50,262,During your entire realize.
20138,18552,503,Processing,false,2024-11-06,116,128,Rise pass guess.
20516,14376,398,Processing,true,2024-06-03,45,240,Those suffer say push.
21668,9713,291,Finished,false,2024-07-09,82,140,Knowledge past anything.
20084,17573,3,Finished,true,2024-10-21,114,251,Voice miss your believe.
20813,1769,400,Finished,false,2024-08-15,57,262,Stand pay impact week which.
21565,14023,126,Processing,true,2024-08-13,97,182,Know on cover culture.
21069,7788,439,Finished,false,2024-04-12,76,177,Serve model class.
20696,12459,153,Finished,false,2024-01-16,40,227,Any both ground sing present.
20285,2698,241,Finished,false,2024-05-19,51,138,Daughter dinner line per.
21788,5953,264,Finished,true,2024-02-27,34,276,Positive animal reveal turn.
20589,12817,533,Finished,false,2024-01-24,65,282,Loss relate vote tough.
21157,11083,468,Processing,false,2024-02-17,110,173,Worry really born guy per.
21822,8024,63,Finished,false,2024-12-06,109,289,Town nor trade vote out.
20492,7584,250,Finished,false,2024-02-17,74,203,Than author night remain of.
20277,21056,426,Finished,false,2024-02-23,66,253,Resource road nor born.
21089,9604,483,Processing,false,2024-06-06,87,202,Sing draw sometimes part.
21398,12933,260,Finished,false,2024-11-13,71,320,Apply whether compare arrive.
20876,17355,346,Finished,true,2024-08-14,34,134,Chair can anything event.
21632,4372,32,Finished,false,2024-11-23,71,175,Sort pass night who.
21965,14127,123,Finished,false,2024-01-21,63,209,Office provide house part.
21492,12519,120,Finished,true,2024-03-10,73,275,At class score rich claim.
21273,19618,227,Processing,true,2024-06-11,87,267,Eight through create rich.
21351,7788,513,Finished,true,2024-11-17,33,297,Air bill bag.
21249,2607,12,Processing,false,2024-10-11,66,294,Set more personal politics.
21925,2790,195,Processing,false,2024-03-09,113,242,Occur movement relationship.
20714,13133,352,Finished,false,2024-05-17,108,169,Green low sport attention.
20910,17937,106,Finished,false,2024-11-23,98,231,Road Mr apply true reason.
21175,10876,281,Processing,false,2024-04-21,105,290,Customer establish five wish.
21534,21540,265,Finished,true,2024-10-22,94,290,Return production step.
21761,3827,453,Finished,false,2024-05-30,111,198,Democratic shoulder high.
21145,19903,340,Finished,false,2024-02-02,48,274,Lawyer compare old low mouth.
21586,9994,92,Processing,false,2024-03-25,79,126,Growth author eye risk.
21262,46,498,Finished,false,2024-10-28,61,278,Easy act age such last.
21046,16075,467,Processing,true,2024-04-17,63,266,Summer five high.
21056,12035,102,Finished,false,2024-08-13,72,171,Image fish else face.
21644,2190,224,Finished,false,2024-03-09,65,284,If dark drive inside deep.
21837,9067,252,Finished,true,2024-03-22,118,165,Performance act personal.
20038,19564,453,Finished,true,2024-04-02,38,228,Himself least week.
20757,1324,156,Finished,true,2024-06-22,37,176,Consider from head future.
20369,15519,425,Processing,false,2024-02-25,39,220,Response million music color.
20325,4497,358,Finished,false,2024-09-25,82,307,Film personal imagine would.
20450,10109,201,Processing,true,2024-03-03,30,171,Response time wall surface.
21412,5319,380,Finished,false,2024-09-11,61,160,Oil watch pick six child.
21259,2647,332,Finished,true,2024-02-23,105,283,Push he message with.
20081,5534,347,Finished,true,2024-07-28,106,157,Door seek wish position.
21595,5479,62,Finished,false,2024-03-25,89,285,Music prevent because week.
21433,18068,396,Processing,false,2024-08-09,72,307,Message foreign media.
21295,8678,171,Finished,true,2024-01-05,110,125,Born machine wear figure.
20805,302,186,Finished,true,2024-12-05,63,310,Break newspaper what make.
20756,2349,213,Finished,true,2024-07-06,120,208,Lay determine positive.
20666,16008,8,Finished,false,2024-09-11,94,232,I sense eye cut you industry.
21149,14363,475,Processing,false,2024-09-13,59,122,Decide rate by military.
20619,10622,291,Finished,true,2024-01-28,40,267,Under face especially.
20526,14158,477,Finished,false,2024-01-30,57,160,Trip half whole drug section.
21315,21583,346,Finished,false,2024-11-01,89,200,Father represent team hand.
21921,15728,169,Finished,false,2024-03-12,67,174,Rule different fight west.
20407,13324,538,Finished,false,2024-02-26,81,169,Thousand speech once sit.
21946,21947,31,Finished,false,2024-07-13,119,139,Now wall matter.
20247,19780,128,Processing,false,2024-04-30,48,187,Same draw quickly civil.
21085,6784,16,Finished,false,2024-03-07,64,140,Fall somebody style.
21726,6107,388,Finished,true,2024-11-04,118,230,Notice market so its among.
21234,14492,455,Finished,true,2024-01-31,45,305,And mother outside.
21345,18914,155,Finished,false,2024-01-30,74,233,Enjoy next pass agent data.
21143,20101,281,Finished,false,2024-11-27,56,194,Main weight that church upon.
20294,11671,178,Finished,false,2024-04-24,105,228,Some quality senior process.
20220,3746,302,Processing,false,2024-06-16,115,222,Rich much interview rock.
21053,16912,143,Finished,true,2024-10-15,95,245,Series wide bad tend show.
21814,16425,170,Finished,false,2024-02-20,93,265,Family hope order drug force.
21458,4692,10,Finished,false,2024-09-17,33,294,War fill anything movie.
20231,3013,319,Finished,true,2024-09-29,60,266,Whether check rock level why.
21971,18760,443,Finished,false,2024-02-15,106,182,Least book more live.
21906,1396,521,Finished,true,2024-04-19,101,161,We dark south write should.
20731,597,541,Finished,false,2024-05-20,71,250,Fill director learn out if.
21628,20011,350,Processing,true,2024-01-07,82,262,They worry baby old.
20672,1396,260,Finished,false,2024-04-11,91,156,Very put mind avoid against.
21514,7400,488,Finished,false,2024-11-06,91,182,Head interest thus.
21225,3612,65,Finished,true,2024-12-30,71,313,Worker born push even.
21783,15715,303,Finished,false,2024-06-30,55,312,Eat last then.
20834,5126,274,Finished,true,2024-05-24,42,290,Within certain win he.
20734,5680,242,Finished,false,2024-01-20,93,210,Exactly fire wide.
21367,4159,309,Finished,false,2024-05-26,64,127,Today prove only first.
20075,323,341,Processing,false,2024-05-10,96,272,Consumer us safe.
21804,12837,541,Finished,true,2024-03-21,113,237,Reflect his get.
21791,16134,260,Finished,false,2024-09-11,114,161,If change again.
20168,16929,398,Finished,false,2024-09-28,56,128,Stuff itself happy top begin.
21120,12855,277,Finished,false,2024-06-22,77,181,Smile particular other name.
20177,20465,325,Finished,false,2024-12-18,94,210,Republican arm cup moment.
21230,2526,545,Finished,true,2024-09-30,118,312,Performance some if book.
21208,3205,24,Finished,true,2024-05-17,76,174,Billion develop medical east.
20474,16926,219,Finished,false,2024-05-31,51,279,Service ten book boy.
21008,8141,91,Finished,false,2024-12-10,36,150,Gun scene someone hotel.
20089,9844,423,Processing,false,2024-06-28,67,189,Realize where off two fire.
20832,8726,392,Finished,false,2024-07-13,118,275,Push vote reveal tell.
21866,18200,236,Processing,false,2024-05-30,59,229,Yet both drop full.
20899,9759,418,Finished,false,2024-04-07,31,196,Including defense begin.
21746,4489,25,Finished,true,2024-05-19,54,134,Wide rise democratic give.
20935,12322,13,Finished,true,2024-06-03,114,295,Compare build plan during.
21554,12342,513,Finished,true,2024-05-11,44,247,Wind local who.
20846,21503,99,Processing,false,2024-02-04,104,254,Hard way believe sell.
21513,3813,530,Finished,true,2024-07-13,120,163,Money hope ball rule.
20469,1501,333,Finished,false,2024-01-25,47,232,Happen writer item image.
20298,21255,365,Finished,false,2024-05-26,114,207,Every act board last say.
20125,4543,196,Finished,true,2024-04-26,94,242,Nature newspaper return.
20210,8428,242,Finished,false,2024-10-03,64,185,Even hard newspaper.
21663,12261,112,Finished,false,2024-07-28,85,149,Camera air note way.
21984,19021,531,Processing,false,2024-01-04,98,256,Name yet try fish dream.
20133,19003,203,Finished,false,2024-06-09,63,201,Water he serve account image.
20870,14278,374,Processing,false,2024-03-30,75,193,Instead meet art necessary.
20203,21096,139,Finished,false,2024-01-03,55,168,Training dog alone data.
21970,6977,298,Finished,true,2024-10-28,39,166,Strong ask face really.
21714,10147,127,Finished,false,2024-01-11,44,149,Evening learn act.
20157,19709,86,Processing,false,2024-09-17,108,185,Improve economic sport.
20644,19314,486,Finished,false,2024-03-20,88,200,Down imagine offer sound.
21943,14718,406,Finished,false,2024-01-30,32,287,Enough agreement college.
20207,6289,200,Finished,false,2024-07-20,77,298,Sport each certain listen we.
20525,35,424,Finished,true,2024-02-11,84,211,Discuss job friend like.
21563,7999,486,Finished,false,2024-08-06,85,145,Television quality woman.
20302,12729,145,Processing,true,2024-01-26,111,201,Item his avoid participant.
21375,15817,247,Finished,false,2024-11-17,36,317,Maintain week four.
21983,5676,101,Finished,false,2024-11-08,75,280,Father million hit debate.
21508,15988,275,Finished,true,2024-03-07,31,212,Nation military space.
21719,12511,105,Finished,false,2024-09-29,77,202,Wear opportunity real view.
21285,13604,339,Finished,true,2024-11-16,65,153,Country stop least.
21017,18354,543,Finished,false,2024-05-28,81,263,It sound light claim.
21738,17872,219,Finished,true,2024-03-15,116,239,Stage use apply your inside.
20324,12650,140,Finished,true,2024-07-11,110,247,Allow one remember between.
21597,19532,433,Finished,false,2024-08-29,41,261,Sound political word order.
21845,17145,476,Finished,false,2024-10-17,80,167,Stock hope successful.
21525,5225,226,Processing,false,2024-11-10,64,170,Sister area however yet read.
21206,19394,490,Finished,false,2024-03-02,54,163,Protect could open firm.
21850,3735,531,Finished,true,2024-02-01,47,171,Early bit him simply hear.
21731,16108,492,Finished,true,2024-05-11,70,253,Strong eat look you nice.
21319,1486,28,Finished,false,2024-12-20,38,162,Tend short whose reveal.
20629,5142,174,Processing,true,2024-05-14,109,219,Chair many go there maintain.
20049,14525,41,Finished,false,2024-04-20,99,197,Enough ready official kid.
21260,2007,201,Finished,true,2024-11-25,53,284,Trip director court.
21371,12759,289,Finished,true,2024-08-08,59,161,Whatever thus year.
20563,21022,190,Finished,false,2024-07-03,100,262,Hard position any rest.
20123,6923,9,Processing,false,2024-09-23,92,237,Close although voice.
20115,18411,453,Finished,false,2024-10-07,62,265,Two door trial board.
20695,19381,485,Finished,true,2024-11-10,115,146,Interest move apply spring.
20948,518,134,Finished,false,2024-05-24,82,223,Offer born seek however.
20484,15038,313,Finished,false,2024-12-20,72,311,A method of small reality.
20444,11145,210,Finished,true,2024-08-05,96,135,Act hour effort theory.
21119,5753,335,Finished,false,2024-01-22,44,316,Beat kitchen be accept.
20448,5121,483,Finished,false,2024-12-10,65,168,Building form hotel factor.
21884,8688,22,Processing,false,2024-11-11,87,163,Face hand spend stand.
20245,18996,364,Finished,false,2024-08-21,106,185,Too agree impact.
21012,1906,400,Finished,true,2024-03-16,113,303,Drive skin wonder official.
21284,4560,259,Finished,false,2024-08-15,43,301,Yes something tax position.
21283,7668,434,Finished,true,2024-01-04,99,309,Country despite although hot.
21215,11741,66,Finished,false,2024-09-24,113,173,Argue land girl who cup.
20984,19633,138,Processing,false,2024-12-29,79,163,Few food end team range put.
20013,17405,315,Finished,false,2024-03-14,65,250,Stay matter stop black class.
20240,21858,62,Finished,false,2024-05-21,105,218,Drive name site fund.
21148,2761,235,Finished,true,2024-07-07,76,146,Brother radio exist though.
20257,8088,394,Finished,true,2024-05-31,73,236,Too somebody white where.
20998,2847,512,Finished,false,2024-09-26,68,198,Remain perform until pass at.
21237,19537,163,Finished,true,2024-07-20,116,130,Much husband practice drug.
20323,13289,539,Finished,false,2024-05-02,60,230,Reason study red.
20417,16910,353,Finished,false,2024-08-27,89,208,Floor fly country quality.
21795,16596,240,Processing,false,2024-09-06,41,143,Share sell fall prove.
21625,10843,456,Finished,false,2024-04-10,119,317,Conference either feel.
21982,16447,379,Processing,false,2024-06-03,58,239,Media drop difficult reason.
20981,6965,153,Finished,false,2024-11-28,110,131,Southern suffer marriage.
21858,20013,393,Finished,false,2024-04-11,105,184,Law effect system.
21179,14107,29,Processing,false,2024-01-22,30,146,Face prove big about thing.
21763,17839,142,Finished,false,2024-01-12,44,177,Name wide former.
20421,10512,517,Finished,false,2024-09-21,30,182,Political lay almost series.
20937,15355,211,Finished,false,2024-03-28,69,232,Congress mind appear power.
21277,9321,59,Finished,false,2024-12-08,49,235,Reality appear cause.
20914,5451,46,Processing,true,2024-06-13,31,181,One chance describe finish.
20970,2323,164,Finished,false,2024-05-27,102,280,Nation turn bill only cut.
20930,21054,477,Finished,false,2024-06-06,55,320,Anything give safe.
21240,15060,29,Processing,false,2024-10-08,109,192,Energy thank player.
20509,14625,384,Finished,false,2024-06-18,60,319,Change final inside.
20718,18708,159,Finished,true,2024-04-18,66,317,Try pick goal.
20507,1285,445,Finished,false,2024-07-13,116,181,Include Democrat one full.
21821,6048,54,Finished,false,2024-05-10,115,195,I choice live will.
21526,737,257,Finished,false,2024-08-22,104,234,Character western evening.
21961,2386,287,Processing,true,2024-05-22,45,175,Development cold happen.
21578,17833,4,Finished,false,2024-05-05,62,302,Thus party act be week girl.
21646,8335,87,Finished,true,2024-11-26,100,139,Stuff method give.
20050,1031,472,Finished,false,2024-07-14,73,201,This ability pick experience.
20487,20226,70,Finished,false,2024-09-04,72,264,Appear century fly who.
21980,15028,243,Finished,false,2024-09-28,76,232,Hold total action what.
20743,16969,210,Finished,false,2024-11-12,30,166,Deep summer buy.
21364,4746,518,Finished,false,2024-06-28,88,258,Believe generation yet bed.
21990,16443,204,Finished,true,2024-12-11,47,201,Hotel always food program.
21478,16186,181,Processing,false,2024-11-22,106,303,Run make no see risk.
20773,19761,464,Finished,false,2024-02-27,102,136,Risk star poor indeed who.
21306,89,218,Finished,true,2024-01-04,94,131,Building way second.
20430,21952,414,Finished,false,2024-05-30,65,176,Buy mother best itself world.
20139,18630,353,Finished,false,2024-04-09,65,131,Role tough imagine fly.
21577,9227,245,Processing,false,2024-10-03,100,191,Their future stop.
21996,14961,513,Finished,false,2024-11-01,65,161,Go second explain.
20673,2762,229,Processing,false,2024-08-30,67,233,Child medical ball.
20072,16121,38,Finished,false,2024-05-01,79,175,Rest important hope girl.
21036,21073,160,Finished,false,2024-08-16,117,190,Tell prepare act own.
21711,7582,396,Finished,false,2024-02-28,35,276,Kid authority character by.
20104,19281,257,Finished,false,2024-10-20,31,167,Page new full.
21250,13799,474,Finished,false,2024-08-02,119,206,Admit bag day Mrs debate as.
20479,2575,137,Finished,false,2024-05-17,70,284,Source able enough figure.
20382,5130,86,Processing,false,2024-04-14,30,173,Else instead heart benefit.
20434,16045,293,Processing,false,2024-02-26,106,236,Late step say join treatment.
21362,14057,88,Finished,false,2024-02-25,45,284,One within middle about.
21856,19649,323,Finished,true,2024-09-26,50,310,As personal last make.
21681,12611,20,Finished,true,2024-11-30,53,149,Clear make position director.
21494,8626,249,Finished,false,2024-06-14,52,320,Accept term various bit your.
20331,17429,207,Processing,true,2024-03-23,91,225,Often some us to.
21670,16505,149,Processing,false,2024-07-16,76,224,Into spend relate.
